Step,AntId,State,Position
0,0,Inactive,(245.8, 0.0, -53.2)
0,1,Inactive,(245.6, 0.0, -52.6)
0,2,Inactive,(245.6, 0.0, -51.5)
0,3,Inactive,(245.6, 0.0, -50.3)
0,4,Inactive,(245.8, 0.0, -49.3)
0,5,Inactive,(245.8, 0.0, -48.5)
0,6,Inactive,(245.8, 0.0, -47.3)
0,7,Inactive,(245.7, 0.0, -46.2)
0,8,Inactive,(246.6, 0.0, -53.3)
0,9,Inactive,(246.6, 0.0, -52.3)
0,10,Inactive,(246.6, 0.0, -51.5)
0,11,Inactive,(246.6, 0.0, -50.3)
0,12,Inactive,(246.8, 0.0, -49.3)
0,13,Inactive,(246.7, 0.0, -48.4)
0,14,Inactive,(246.7, 0.0, -47.3)
0,15,Inactive,(246.7, 0.0, -46.2)
0,16,Inactive,(247.9, 0.0, -53.3)
0,17,Inactive,(247.6, 0.0, -52.3)
0,18,Inactive,(247.9, 0.0, -51.5)
0,19,Inactive,(247.7, 0.0, -50.2)
0,20,Inactive,(247.8, 0.0, -49.4)
0,21,Inactive,(247.5, 0.0, -48.5)
0,22,Inactive,(247.6, 0.0, -47.4)
0,23,Inactive,(247.7, 0.0, -46.2)
0,24,Inactive,(248.8, 0.0, -53.3)
0,25,Inactive,(248.7, 0.0, -52.3)
0,26,Inactive,(248.5, 0.0, -51.3)
0,27,Inactive,(248.7, 0.0, -50.3)
0,28,Inactive,(248.6, 0.0, -49.3)
0,29,Inactive,(248.7, 0.0, -48.3)
0,30,Inactive,(248.5, 0.0, -47.3)
0,31,Inactive,(248.7, 0.0, -46.2)
0,32,Inactive,(249.8, 0.0, -53.6)
0,33,Inactive,(249.7, 0.0, -52.2)
0,34,Inactive,(249.6, 0.0, -51.3)
0,35,Inactive,(249.8, 0.0, -50.2)
0,36,Inactive,(249.6, 0.0, -49.4)
0,37,Inactive,(249.6, 0.0, -48.3)
0,38,Inactive,(249.6, 0.0, -47.3)
0,39,Inactive,(249.7, 0.0, -46.2)
0,40,Inactive,(250.5, 0.0, -53.3)
0,41,Inactive,(250.7, 0.0, -52.3)
0,42,Inactive,(250.8, 0.0, -51.6)
0,43,Inactive,(250.6, 0.0, -50.4)
0,44,Inactive,(250.6, 0.0, -49.3)
0,45,Inactive,(250.9, 0.0, -48.3)
0,46,Inactive,(250.7, 0.0, -47.4)
0,47,Inactive,(250.7, 0.0, -46.2)
0,48,Inactive,(251.5, 0.0, -53.3)
0,49,Inactive,(251.8, 0.0, -52.3)
0,50,Inactive,(251.8, 0.0, -51.5)
0,51,Inactive,(251.7, 0.0, -50.3)
0,52,Inactive,(251.6, 0.0, -49.5)
0,53,Inactive,(251.8, 0.0, -48.3)
0,54,Inactive,(251.6, 0.0, -47.4)
0,55,Inactive,(251.7, 0.0, -46.2)
0,56,Inactive,(252.6, 0.0, -53.2)
0,57,Inactive,(252.6, 0.0, -52.5)
0,58,Inactive,(252.9, 0.0, -51.5)
0,59,Inactive,(252.7, 0.0, -50.4)
0,60,Inactive,(252.7, 0.0, -49.5)
0,61,Inactive,(252.8, 0.0, -48.5)
0,62,Inactive,(252.6, 0.0, -47.3)
0,63,Inactive,(252.7, 0.0, -46.2)
0,64,Inactive,(253.7, 0.0, -53.3)
0,65,Inactive,(253.8, 0.0, -52.4)
0,66,Inactive,(253.6, 0.0, -51.3)
0,67,Inactive,(253.8, 0.0, -50.5)
0,68,Inactive,(253.9, 0.0, -49.4)
0,69,Inactive,(253.5, 0.0, -48.3)
0,70,Inactive,(253.7, 0.0, -47.2)
0,71,Inactive,(253.7, 0.0, -46.2)
0,72,Inactive,(254.8, 0.0, -53.4)
0,73,Inactive,(254.7, 0.0, -52.3)
0,74,Inactive,(254.7, 0.0, -51.3)
0,75,Inactive,(254.7, 0.0, -50.3)
0,76,Inactive,(254.7, 0.0, -49.4)
0,77,Inactive,(254.6, 0.0, -48.4)
